state,city,house_price_per_sqft,number_of_BHKs,school_name,school_email,school_phone_number,college_name,college_email,college_phone_number,weather,temperature,humidity,air_quality,estimated_cost_of_living
Tamil Nadu,Chennai,234.37,3 BHK,Jindal Global Law School,jgls@school.edu,8528000000,Jindal Global Law School,jgls@college.edu,8528000000,Rainy,26.8,54,101,20106
Tamil Nadu,Chennai,1254.8,3 BHK,Shree Balaji Vidyalaya,enquiry@school.edu,8076000000,Jyothi College of Arts and Science,jyothicollege@college.edu,7358000000,Cloudy,25.3,83,36,34406
Tamil Nadu,Tirunelveli,40.1,3 BHK,Saraswati School,saraswatisaritkar@school.edu,7209000000,K. C. College of Engineering,kcceng.kpr@college.edu,2024000000,Rainy,24.4,85,131,78813
Tamil Nadu,Krishnagiri,2930,2,C.M.B.G.V.H.S,C.M.B.G.@gmail.com,7849672105,Krishnagiri Government Arts College,Krishnagir@gmail.com,9778632514,Clear,26.94,22,101,835
Tamil Nadu,Madurai,122.61,2 BHK,Sai Prasad International School,mail@school.edu,1244000000,SSC College (Bhutnath),mail@college.edu,1244000000,Sunny,30.2,27,115,17196
Tamil Nadu,Madurai,1732.88,2 BHK,Holy Cross Matriculation Higher Secondary School,holycrosshss@school.edu,8077000000,Madurai Kamaraj University,mkuniversity@college.edu,8077000000,Sunny,30.3,54,99,10591
Tamil Nadu,Chennai,20.26,1 BHK,Little Angels' Public School,principal@school.edu,8022000000,Maharaja Sayajirao University of Baroda,msu@college.edu,2652000000,Cloudy,20.99,58,100,3263
Tamil Nadu,Chennai,63.29,2 BHK,Little Flower High School,littleflowerschool@school.edu,8080000000,Narayana College of Arts and Science,narayanaeducation@college.edu,8019000000,Rainy,23,71,123,14715
Tamil Nadu,Chennai,6150,3,"Jai Vijay Vidyalaya, Chennai - 600046",Jai Vija@gmail.com,9875642486,"National Institute of Technology, Trichy",National I@gmail.com,8467122713,Rain,33,85,110,14300
Tamil Nadu,Chennai,3166.46,1 BHK,Baldwins Public School,baldwinspublicschool@school.edu,8369000000,National Institute of Fashion Technology,niftbangalore@college.edu,8023000000,Cloudy,25.2,73,107,12295
Tamil Nadu,Chennai,5282.25,2 BHK,"Kendriya Vidyalaya No.2, Delhi Cantt, Delhi",principal@school.edu,2230000000,"National Institute of Technology, Delhi",nitd@college.edu,2230000000,Cloudy,26.6,26,74,20176
Tamil Nadu,Chennai,2102,2 BHK,PGV College of Education,pgv.college@school.edu,8577000000,PGV College of Education,pgv.college@college.edu,8577000000,Cloudy,17.91,42,64,75106
Tamil Nadu,Chennai,2629,2 BHK,Sri Ramakrishna Mission Sarada Vidyalaya,srmsvj@school.edu,8925000000,Jyoti Nivas College of Engineering,princ@college.edu,8925000000,Sunny,28.6,62,81,13332
Tamil Nadu,Chennai,10.2,2 BHK,Chinmaya Vidyalaya,chinmayavidalayachannai@school.edu,8077000000,M.O.P Vaishnav College for Women,principal@college.edu,4425000000,Rainy,24.55,66,88,42700
Tamil Nadu,Chennai,10800,3 BHK,Kendriya Vidyalaya (Chennai Cantt),kvcscntt@school.edu,4426000000,Sri Ramakrishna Engineering College,principal@college.edu,4426000000,Sunny,19.6,90,48,79000
Tamil Nadu,Chennai,1349,4 BHK,GS Vikas Vidyalaya,gsvikas@school.edu,8055000000,Loyola College,principal@college.edu,4428000000,Rainy,28.6,93,101,60713
Tamil Nadu,Chennai,2581,3 BHK,Chinmaya Vidyalaya,principal@school.edu,9790000000,ITM Vellore,principal@college.edu,9790000000,Sunny,35.2,55,101,37694
Tamil Nadu,Chennai,1854,3 BHK,Loyola School,principal@school.edu,9841000000,NIFT,principal@college.edu,9841000000,Cloudy,17.93,93,170,10856
Tamil Nadu,Chennai,6433,3 BHK,Kendriya Vidyalaya,kv475@school.edu,1769000000,Madras University,principal@college.edu,4425000000,Cloudy,28,73,130,91920
Tamil Nadu,Chennai,6161,2 BHK,The Assembly of God Church (AOG) Senior Secondary School,aogschoolchennai@school.edu,2223000000,Sri Venkateshwara College of Engineering,principal@college.edu,2223000000,Sunny,32.38,28.3,100,25030
Tamil Nadu,Madurai,229,2 BHK,D.A.V. Public School,principal@school.edu,0,K.L.E. Society\'s Law College,principal@college.edu,0,Cloudy,17.7,61,76,27000
Tamil Nadu,Chennai,256.13,4 BHK,Fortune International School,principal@school.edu,7388000000,Vasavi College of Engineering,principal@college.edu,7388000000,Sunny,26.6,36,106,103347.5
Tamil Nadu,Coimbatore,115.47,4 BHK,Arya Gurukul High School,principal@school.edu,8812000000,Arya College of Engineering and IT,principal@college.edu,8812000000,Sunny,32.1,18,102,27060
Tamil Nadu,Chennai,112.98,2 BHK,St. Joseph School,admin@school.edu,8600000000,Govt. Degree College,principal@college.edu,8600000000,Rainy,14.9,61,81,34478
Tamil Nadu,Chennai,23.2,4 BHK,Sri Rama Krishna Mission Residential School,adcmdr@school.edu,8008000000,Rajiv Gandhi Institute of Technology,rgit@college.edu,4446000000,Sunny,32,40.3,22,118600
Tamil Nadu,Chennai,78.54,3 BHK,Nirmal Public School,nps@school.edu,7827000000,Rashtriya Indian Military College,rimc@college.edu,5432000000,Cloudy,11.4,74,160,43000
Tamil Nadu,Coimbatore,6742,4 BHK,S.B.H.S. Higher Secondary School,sbbscoimbatore@school.edu,9487000000,S.B.H.S. Higher Secondary School,sbbscoimbatore@college.edu,9487000000,Sunny,30,30,120,52000
Tamil Nadu,Kanchipuram,16.5,3,"Sri Krishna Matric Higher Secondary School, No.12/71, S.P.S. Street, Kanchipuram-631501, Tamil Nadu, India.",Sri Kris@gmail.com,9875642506,"Selvaraj College Of Engineering, No.96, Kanchipuram - Mahabalipuram Road, Kanchipuram - 631502, Tamil Nadu, India.",Selvaraj C@gmail.com,8467122733,Partly cloudy,25.7,54,100,114.15
Tamil Nadu,Chennai,15.58,2 BHK,St Francis De Sales Convent High School,sfsclbspm@school.edu,9425000000,St Francis De Sales Convent High School,sfsclbspm@college.edu,9425000000,Cloudy,13.5,76,102,4924
Tamil Nadu,Chennai,34,2 BHK,Holy Cross Convent High School,holycrossconvent@school.edu,7117000000,St. John's College,sjc@college.edu,7117000000,Sunny,28,42,62,14500
Tamil Nadu,Chennai,7.77,1 BHK,St. Joseph's Convent School,sjcslkd@school.edu,9612000000,St. Joseph's Convent School,sjcslkd@college.edu,9612000000,Cloudy,16.4,76,90,8362
Tamil Nadu,Chennai,275,1 BHK,Smt. A.S.B.Government Middle School,m.asb.govtschool@school.edu,9822000000,"School of Engineering, Saurashtra University",sos@college.edu,9822000000,Snowy,-2.2,95.7,100,1869
Tamil Nadu,Salem,28.67,1 BHK,St. Michael\'s School,sms@school.edu,9381000000,Shri Ram College of Commerce,src@college.edu,8800000000,Sunny,31.3,21,111,19792
Tamil Nadu,Coimbatore,161.62,3 BHK,Arunodaya Public School,arunodaya@school.edu,8766000000,SRM Institute of Science and Technology,srit@college.edu,8607000000,Cloudy,29.7,65,87,17200
Tamil Nadu,Chennai,311,2 BHK,D.A.V  Public School,adavpublicschool@school.edu,4232000000,Sri Sai College of Engineering and Technology,sscocollege@college.edu,4232000000,Cloudy,27,90,133,12300
Tamil Nadu,Madurai,5400,2 BHK,Vivekananda Kendra Vidyalaya,vkvy@school.edu,7428000000,St. Josephâ€™s College,stjosephs@college.edu,8040000000,Sunny,24,8,101,38000
Tamil Nadu,Chennai,132,2 BHK,Rama Krishna Mission School,rkmv@school.edu,8011000000,St. Joseph's College of Commerce,stjosephscollegeofcommerce@college.edu,8040000000,Cloudy,22.6,29,61,21380
Tamil Nadu,Madurai,9460,4 BHK,R.N.M.S. Sr. Sec. School,rnmsss@school.edu,9842000000,St. Joseph's College,stjosephsmadurai@college.edu,4522000000,Cloudy,19.47,73,101,57374
Tamil Nadu,Chennai,23.93,3 BHK,JACK AND JILL,jackandjill@school.edu,8889000000,St. Xavier's College,stxavier@college.edu,8889000000,Sunny,32,41,101,47595
Tamil Nadu,Tirunelveli,161.86,4 BHK,Nirmal Kumar Tiwari Public School,nktpschool@school.edu,8125000000,St. Xavier's College,stxaviers@college.edu,8139000000,Cloudy,36.26,100,247,22532
Tamil Nadu,Madurai,124.75,2 BHK,P.S. 371,ps371@school.edu,2227000000,St. Xaviers College,stxaviers@college.edu,2227000000,Sunny,30.21,44,100,12149
Tamil Nadu,Madurai,179,2 BHK,St. George's School,stgeorge4@school.edu,3324000000,St. Xavier's College,stxaviersb@college.edu,3322000000,Sunny,30,44,15,41661
Tamil Nadu,Madurai,33,2 BHK,Valmiki Public School,valmikipublicschool33@school.edu,8508000000,Sri Venkateswara University,svu@college.edu,8508000000,Stormy,24.72,50,140,12632
Tamil Nadu,Madurai,48.34,3 BHK,Vivekananda Vidyalaya,vivekanandavidyalaya.jamshedpur@school.edu,8076000000,SWEC,sweccollege.jamshedpur@college.edu,8076000000,Sunny,29,39,48,26103
Tamil Nadu,Tirunelveli,1103,2,Sacred Heart Convent Matriculation Higher Secondary School - contact - 0462 229 2104,Sacred H@gmail.com,9875642497,Tamil Nadu Open University,Tamil Nadu@gmail.com,8467122724,Rain,24.13,90,61,2500
Tamil Nadu,Tiruppur,385,2,"Sri Srinivasan School, Tiruppur, Tamil Nadu, India, Tiruppur, 641605, +91-9842096162, sri.srinivasan.school@gmail.com",Sri Srin@gmail.com,8564312359,"Tiruppur Government Arts College, Tirupur, Tamil Nadu, India, Kavarapettai, Tirupur, Tamil Nadu, India, +91-421-2423980",Tiruppur G@gmail.com,7890123470,Few clouds,24.3,34,63,414
Tamil Nadu,Coimbatore,41,3,Krishna Nursery and Primary School,Krishna @gmail.com,9875642476,University of Calicut,University@gmail.com,9123456790,Clouds,24.98,52,21,2973.5
Tamil Nadu,Chennai,1102.99,1 BHK,Velammal Matriculation Higher Secondary School,velammalhss@school.edu,4425000000,Velammal Engineering College,velammalec@college.edu,4425000000,Sunny,33.9,42,91,23066
Tamil Nadu,Chennai,1066.76,2 BHK,Vivek Special School,vivekspecialschool@school.edu,9790000000,Vivek Special School,vivekspecialcollege@college.edu,9790000000,Sunny,31.8,19,119,32000
Tamil Nadu,Chennai,87.1,3,"[{'school': 'Bhaidas Jhaveri Vidyalaya',",school@example.com,4000000000,"[{'college': 'Hindu College'}, {'college': 'Raghu Dixit College'}, {'college': 'YMCA College of Physical Education'}, {'college': 'Sri Ramakrishna College of Arts and Science'}, {'college': 'Sri Gok",,,Cloudy,27.6,56,143,58.2
Tamil Nadu,Chennai,59,3,"['Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High School', 'Boys High",pandian@example.com,0,"['College of Engineering, Guindy', 'College of Engineering, Guindy', 'College of Engineering, Guindy', 'College of Engineering, Guindy', 'College of Engineering, Guindy', 'College of Engineering, Guindy', 'College of",,,Fair,30.9,20,97,47
Tamil Nadu,Chennai,1544,2,"[[['Army Public School, Tamil Nadu Regiment Centre', 'Army Public School, Tamil Nadu Regiment Centre',",admission@example.com,7000000000,"[['[B.E.-Civil Engineering (M.E.C.)', 'B.E.-Civil Engineering (M.E.C.)', '16/11/2014'], ['B.E.-Civil Engineering (M.E.C.)', 'B",,,scattered clouds,29.8,77,101,1226
Tamil Nadu,Chennai,7.75,3,"['Acharya Patashala', 'Acharya Patashala - New', 'Acharya Patashala - Old', 'Acharya Patashala - Old', 'Acharya Patashala - Old', 'Acharya Patashala - Old',",college@example.com,0,"['ABC College', 'ABC Innovative College', 'ABC Institute of Technology', 'ABC Institute of Technology', 'ABC Institute of Technology', 'ABC Institute of Technology', 'ABC Institute of Technology', 'ABC Institute of Technology', 'ABC Institute of Technology', 'ABC",,,Light rain,31.16666667,68,87,3477.5
Tamil Nadu,Chennai,2444,2,"['Bhavans Vidyalaya - Loyola School', 'Bhavans Vidyalaya - Sri Sankara Matriculation School', 'Bhavans Vidyalaya - Sri Sankara Matriculation School', 'Bhavans Vidyalaya - Sri Sankara Mat",admissions@example.com,8000000000,"['Bharath Institute of Technology and Science', 'Bharath University', 'Bharathiar University', 'Coimbatore Medical College', 'Kongu Engineering College', 'Periyar University']",,,Clear,34,41,114,1334
Tamil Nadu,Chennai,4320,3,"['Bharatiya Vidya Bhavan - School Of Excellence', 'Kendriya Vidyalaya', 'Sardar Patel Vidyalaya', 'Sri Krishna Vidyalaya', 'Jai Hind Public School', 'The Bishops Co Ed School",admissions@example.com,4000000000,"['Madras Christian College', 'Loyola College', 'Sethu Institute of Technology', 'Bharath Institute of Higher Education and Research', 'Sri Venkateswara College of Engineering', 'SRM Institute of Science and Technology', 'The Indian Institute of Technology', 'SSN College",,,scattered clouds,30.8,63,106,2835
Tamil Nadu,Chennai,37,2,"['St.Peter's Junior College', 'Loyola College', 'Madras Christian College', 'Holy Cross College', 'DG Vaishnav College (Autonomous),', 'St.Joseph's College of Engineering', 'Anna University', 'Madras Institute of Technology",info@example.com,4000000000,"['St.Peter\'s Junior College', 'Loyola College', 'Madras Christian College', 'Holy Cross College', 'DG Vaishnav College (Autonomous),', 'St.Joseph\'s College of Engineering', 'Anna University', 'Madras Institute of Technology",,,Rain drizzle,28,82,95,3600
Tamil Nadu,Chennai,1347.5,3,"['A.V.M. Vidhyalaya', 'A.V.M. Matriculation Hr. Sec. School', 'Academy Montessori School', 'Ackland School', 'Adarsh Vidyalaya Sr Sec School', 'Adarsh Vidyal",contact@example.com,9000000000,"['Alagappa College of Arts and Science', 'Anna University', 'Amaravathi Polytechnic', 'Arunachalam Polytechnic College', 'B.E. College of Engineering', 'B.S. Abdur Rahman Crescent Institute of Science & Technology', '",,,Cloudy,20,63,59,172.2
Telangana,Warangal,1436.67,2 BHK,Guru Gobind Singh International School,gurugobind@school.edu,7900000000,Vivekananda Institute of Management,admin@college.edu,7900000000,Stormy,28.14,97,100,18269
Telangana,Hyderabad,39.35,2 BHK,H N GIRL'S HIGH SCHOOL,school37@school.edu,9921000000,"K.L.E.S. Institute of Management, Nanded Road, Hubli-580031",admission@college.edu,8089000000,Sunny,28.7,32,60,346
Telangana,Hyderabad,112.52,3 BHK,Suryodaya School,admissions@school.edu,9850000000,Mount Litera Zee School,admissions@college.edu,9100000000,Rainy,24.2,96,101,25500
Telangana,Hyderabad,10.88,3 BHK,D.A.V. PUBLIC SCHOOL,davpublicschool@school.edu,4152000000,Birla Institute of Technology,admissions@college.edu,4152000000,Sunny,32.2,22,80,15247
Telangana,Hyderabad,27.31,1 BHK,Bharat Vidya Mandir,bharatvidschool@school.edu,8040000000,Indian Institute of Technology Roorkee,admissions@college.edu,8040000000,Cloudy,14.7,86.4,141,5625
Telangana,Hyderabad,132.37,4 BHK,Crescent School,crescentschool@school.edu,9962000000,Birla Open Minds International School,birlacollege@college.edu,9595000000,Sunny,22.6,72,35,30000
Telangana,Hyderabad,42.35,2 BHK,Maharashtra Mandal School,maharashtramandalschoolhyderabad@school.edu,8414000000,Tata Institute of Social Sciences,college@college.edu,8949000000,Cloudy,28.4,93.6,19,14110
Telangana,Hyderabad,12.3,2 BHK,Siddhartha Public School,siddhartha@school.edu,9909000000,Sri Chaitanya Techno School,college@college.edu,9909000000,Sunny,24.6,20,90,50400
Telangana,Hyderabad,220,3 BHK,"Premier Public High School, Hyderabad",hyderabad@school.edu,7700000000,Jayabharathi Institute of Technology,college@college.edu,0,Rainy,11,60,83,62947
Telangana,Hyderabad,807.39,1 BHK,Saket School,principal@school.edu,9877000000,St. Xavier's College,college@college.edu,9877000000,Cloudy,14,83.01,41,25213
Telangana,Hyderabad,9.2,3 BHK,Gujarathi High School,contact@school.edu,2224000000,Women's Christian College,contact@college.edu,4023000000,Sunny,32.1,10,57,31490
Telangana,Hyderabad,332.27,3 BHK,"St. Xavier's High School, Andheri West",info@school.edu,2267000000,D. G. Ruparel College,dgruparelcollege@college.edu,2267000000,Cloudy,26.6,65.9,145,25700
Telangana,Hyderabad,98.57,2 BHK,Kidzee Chestnut,chestnut@school.edu,9173000000,Delhi Public School,dps@college.edu,9502000000,Rainy,25,68,83,11398
Telangana,Hyderabad,33.53,2 BHK,Wilson High School,wilson@school.edu,8321000000,Darshan Vidya Vihar,dvyv@college.edu,9828000000,Cloudy,20,70,61,25000
Telangana,Hyderabad,117.89,4 BHK,Hindu Mission High School,hms.chirag@school.edu,2766000000,Gandhi Institute of Technology and Management,gitm.admissions@college.edu,8885000000,Sunny,30.6,48,115,25600
Telangana,Bhuvanagiri,26,3,"Kendriya Vidyalaya, Bhuvanagiri",Kendriya@gmail.com,8564312356,Govt Polytechnic College,Govt Polyt@gmail.com,7890123467,Rain,29.2,95,129,1500
Telangana,Karimnagar,76.9,2,Rashtriya Military School,Rashtriy@gmail.com,9875642495,Govt. Degree College (Name of a college in the city with contact details),Govt. Degr@gmail.com,8467122722,Clouds,29.8,70.9,11,820
Telangana,Hyderabad,43.16,2 BHK,Bharath International School,info@school.edu,9247000000,Rajiv Gandhi Institute of Technology,info@college.edu,9247000000,Cloudy,26.3,46.3,51,60000
Telangana,Hyderabad,193.98,2 BHK,Yashwanth Public School,yashwanthpcshyderabad@school.edu,7032000000,Ashoka Institute of Technology,info@college.edu,9668000000,Cloudy,26.66,37,21,6365
Telangana,Hyderabad,3,2 BHK,Devbhumi Dwaraka Vidyashram,info@school.edu,9601000000,Sakshi College of Engineering and Technology,info@college.edu,9180000000,Sunny,26.76,18,101,14373
Telangana,Hyderabad,214,4 BHK,Mother Teresa Convent School,info@school.edu,8528000000,Bharath University,info@college.edu,8528000000,Cloudy,20,62,73,62145
Telangana,Hyderabad,94.17,3 BHK,APS School,aps.bhavan@school.edu,9967000000,"Krishna Educational Trust Jain College, Hyderabad",jet@college.edu,9246000000,Snowy,1,73,34,71499
Telangana,Hyderabad,11.3,2 BHK,Kendriya Vidyalaya Hyderabad,kvhyd04@school.edu,1203000000,Kendriya Vidyalaya School,kvhyd04@college.edu,4023000000,Sunny,25.8,28.3,100,28041
Telangana,Hyderabad,17.67,4 BHK,NAN,nan@school.edu,8063000000,NAN,nan@college.edu,8063000000,Cloudy,21.2,61,81,18780
Telangana,Hyderabad,18.4,1 BHK,Nagarjuna Junior School,njs@school.edu,9556000000,Nagarjuna Junior School,njs@college.edu,9556000000,Sunny,34.61,46,121,65887
Telangana,Hyderabad,7491,3 BHK,"Kendriya Vidyalaya, Hyderabad",hydbkendriya@school.edu,9440000000,Osmania University,osmania@college.edu,4027000000,Rainy,26,86,33,8013
Telangana,Hyderabad,28.6645,4 BHK,B D M H S,bdmhs.pune@school.edu,9971000000,P.E.S. Modern College,pesm.college.pune@college.edu,9327000000,Rainy,25.8,61,120,21480
Telangana,Hyderabad,25.39,1 BHK,Kendriya Vidyalaya,principalkvhyd@school.edu,4045000000,Kakatiya Institute of Technology and Science,principal@college.edu,4028000000,Sunny,34.6,20,12,22841
Telangana,Hyderabad,122.51,2 BHK,"Kendriya Vidyalaya, Gandhi Nagar",kendriya.gandhinagar@school.edu,8058000000,Loyola College,principal@college.edu,4028000000,Cloudy,28.2,64,107,37500
Telangana,Hyderabad,96.61,2 BHK,Little Flower Junior College,principal@school.edu,1203000000,Sri Chaitanya Junior College,principal@college.edu,1203000000,Sunny,30.3,36,130,36313
Telangana,Hyderabad,250,3 BHK,Ramakrishna Mission Vivekananda Vidyalaya,principal@school.edu,8171000000,Kendriya Vidyalaya,principal@college.edu,8171000000,Cloudy,22.9,90,107,105000
Telangana,Hyderabad,253.11,2 BHK,The Shri Ram School,info@school.edu,2265000000,Sophia Girls College,principal@college.edu,2223000000,Sunny,25.4,8,101,44285
Telangana,Hyderabad,11.1,3 BHK,IMS Unison School,vijay.mehra@school.edu,8448000000,Sankalp College of Engineering and Technology,principal@college.edu,7980000000,Sunny,22.6,51,101,24118
Telangana,Hyderabad,416.49,3 BHK,Bharat International School,bharatintlschools@school.edu,8086000000,Bharati Vidyapeeth's College of Engineering,pro@college.edu,8086000000,Sunny,28.76,38,70,10254
Telangana,Nizamabad,5.52,2 BHK,A.M.E.S. Convent School,principal@school.edu,8621000000,Rajiv Gandhi Institute of Technology,registrar@college.edu,8453000000,Sunny,28.6,16,56,10827
Telangana,Hyderabad,1100,4 BHK,D.A.V. Public School,dav.hyderabad@school.edu,8790000000,St. Francis College for Women,sfcw@college.edu,4023000000,Sunny,32.5,43,101,94500
Telangana,Hyderabad,27.96,1 BHK,St. Joseph's Convent Senior Secondary School,sjsss.pr@school.edu,9312000000,St. Joseph's College of Physiotherapy,sjcpt.pr@college.edu,9312000000,Stormy,22.2,48,29,17900
Telangana,Nizamabad,114,1 BHK,Saraswati Vidya Mandir,saraswatividyamandir123@school.edu,7349000000,Seth Nandlal Chunilal Chaturvedi College of Engineering and Technology,snccet1@college.edu,7349000000,Sunny,33.3,89,99,35300
Telangana,Hyderabad,5063.42,3 BHK,Takshila School,school@school.edu,8883000000,School of Planning and Architecture,spa@college.edu,1127000000,Sunny,30,11,124,180989
Telangana,Hyderabad,1436.58,3 BHK,Maharani Gayatri Devi Public School,gayatrideschool@school.edu,9687000000,Sardar Patel College of Engineering,spce@college.edu,9687000000,Cloudy,27.9,57,81,14782.5
Telangana,Hyderabad,236,2 BHK,ST. MAURA'S HIGH SCHOOL,stmaurashighschool1963@school.edu,8047000000,ST. MAURA'S HIGH SCHOOL,stmaurashighschool1963@college.edu,8047000000,Sunny,22.86,83,96,36589
Telangana,Hyderabad,136.16,2 BHK,St. Mary\'s High School,stmaryshighschool@school.edu,8027000000,Sri Venkateshwara College of Engineering & Technology,svcet@college.edu,8095000000,Sunny,32.1,29,112,4408
Telangana,Hyderabad,1377,3,"['Amrita School of Engineering',",admissions@example.com,9000000000,"['KL University',",,,Cloudy,33.6,31,123,1120
Telangana,Hyderabad,1980,3,"['Jubilee Public School', 'Jubilee Hills Public School', 'Jubilee Hills Public School, Jubilee Hills', 'Jubilee Hills Public School, Jubilee Hills', 'Knowledge School', 'Knowledge School', 'Knowledge School",info@example.com,9000000000,"['KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University', 'KL University",,,Clear,26.6,49,101,2790
Telangana,Hyderabad,1399.21,3,"['Jubilee Hills Public School', 'Hyderabad Public School', 'Hyderabad Public School, Begumpet', 'Hyderabad Public School, Ramanthapur', 'Hyderabad Public School, Baba Nagar', 'Hyderabad Public School, Sainikpuri',",contactus@example.com,4000000000,['National Law University'],,,Sunny,29.311,37,101,1053.34
Telangana,Hyderabad,1.52,2,"['Bharathi Public School', 'Nizam College', 'Sardar Patel Vidyalaya', 'Sri Chaitanya Techno School', 'Dr. B.R. Ambedkar Open University', 'Sri Chaitanya Techno School', 'St. Joseph's",admissions@example.com,8000000000,"['Osmania University', 'Nizam College', 'Sri Chaitanya Techno School', 'St. Joseph's College of Commerce', 'Bharathi Public School', 'Osmania University', 'GITAM School Of International Studies', 'Osmania University', 'Nizam College',",,,Clear,33.9,46,23,1.73
Telangana,Hyderabad,3684,3,"['Bharathi Vidya Bhavan', 'International School of Hyderabad', 'St. Maryâ€™s School, Hyderabad', 'Dayanand Sagar International School', 'St. Francis de Sales High School', 'Nirmala Convent High School', '",admissions@example.com,0,"['Nizam College', 'Osmania University', 'Urdu University', 'Maulana Azad National Urdu University', 'Nizam College', 'Osmania University', 'Urdu University', 'Maulana Azad National Urdu University']",,,Rain,29,85,100,1012
Telangana,Hyderabad,36.57,2,"['Bhavans Public School', 'Aegis School', 'The Hyderabad Public School', 'Azim Premji University', 'St. Mary\'s School', 'DPS International School', 'Gokul School', 'The Hyderabad Public School', 'Gokul School', 'K",admissions@example.com,8000000000,"['Bharatiya Vidya Bhavan\'s College of Education (Autonomous)', 'IIM, Hyderabad', 'Sri Krishnadevaraya University', 'Mahatma Gandhi University, Hyderabad', 'IIT - Hyderabad', 'Osmania",,,Partly cloudy,31.3,59,104,150.96
Telangana,Hyderabad,4719,2,"['Apollo Public School', 'American School of Hyderabad', 'Bharatiya Vidya Bhavan', 'Bhavan\'s Vidya Mandir', 'Bharathiya Vidya Bhavan', 'Bharathiya Vidya Bhavan",schools@example.com,8000000000,"['Birla Institute of Technology and Science Hyderabad', 'Birla Institute of Technology and Science Hyderabad', 'Carrier Study Centre', 'Centre for Development of Advanced Computing', 'Chemical Engineering']",,,Light rain shower,29.3,92,66,2855
Telangana,Hyderabad,1415,4,"['Cambridge School', 'Daffodil Academy', 'Delhi Public School', 'Deccan Valley Public School', 'Deccan Valley School', 'Deccan Valley School', 'Deccan Valley School', 'Deccan Valley School', 'Deccan Valley School', 'De",admissions@example.com,8000000000,"['University of Hyderabad', 'Osmania University', 'Jawaharlal Nehru Technological University Hyderabad', 'Vignane Institute of Technology', 'JNTU Hyderabad', 'Vishwavidyalaya', 'Jawaharlal Nehru Architecture",,,Light Rain,29.3,55,96,1303
Telangana,Hyderabad,1836.84,3,"['B S N Siddhartha Boy's High School', 'Bhavan's Vidya Mandir', 'Bhavans Vidya Mandir', 'Bhavan's Vidya Mandir', 'Bhavan's Vidya Mandir', 'Bhav",contactus@example.com,0,"['Kendriya Vidyalaya Sangathan', 'St. Joseph's College Of Commerce', 'St Joseph's College Of Commerce', 'St Joseph's College Of Commerce and Management', 'St Joseph's College Of Commerce', 'St Joseph's College Of Commerce and Management', '",,,Overcast clouds,31.6,52,80,1486.89
Telangana,Hyderabad,2100,3,"['Nivedita School', 'Bharatiya Vidya Bhavan', 'Maharishi Vidya Mandir', 'Sri Sai Baba Vidya Mandir', 'Vidyodaya School', 'Vidyaniketan School', 'Jawahar Nav",admissions@example.com,0,"['Nizam College', 'Government College of Engineering', 'Bharat Institute of Engineering and Technology', 'Gandhi Institute of Technology and Management', 'Mahatma Gandhi Institute of Medical Sciences (MGIMS)', 'National Institute of Technology, Hyderabad', 'Nitte Me",,,Overcast,20,89,126,2037
Telangana,Hyderabad,17.73,3,"['Goodwill School', 'Sri Shirdi Sai English School', 'Marys School', 'The Colonial School', 'Bharathiya Vidya Bhavan\'s High School', 'Surya School', 'Southern Star International School', 'Little Flower",contact@example.com,8000000000,"['Sri Venkateswara College of Engineering', 'Sri Venkateswara College of Engineering', 'Sri Venkateswara College of Engineering', 'Sri Venkateswara College of Engineering', 'Sri Venkateswara College of Engineering', 'Sri Ven",,,Cloudy,27.66,69,100,913
Tripura,Agartala,172.11,2 BHK,D. A. V. Public School,dvpschool1948@school.edu,9424000000,Bhavans Vidya Mandir,bhavans.bvm@college.edu,9961000000,Rainy,13.8,80,17,42950
Tripura,Agartala,106.87,3 BHK,Rajiv Gandhi Memorial School,info@school.edu,8679000000,Not Applicable,college@college.edu,8679000000,Sunny,29.42,29,73,25508
Tripura,Agartala,89.72,3 BHK,St. Francis De Sales High School,df@school.edu,8066000000,St. Francis De Sales College,college@college.edu,0,Rainy,29.78,77,107,24219
Tripura,Agartala,134.5,3 BHK,Nehru Public School,nps.kharghar@school.edu,9023000000,D.Y. Patil College of Engineering,dypec.in@college.edu,8788000000,Sunny,23.1,71,62,18178
Tripura,Agartala,45.96,1 BHK,"Govt. Girls Higher Secondary School, Kottayam",kgsshs@school.edu,9962000000,Government Arts and Science College,gscottm@college.edu,4812000000,Sunny,25.3,55.6,100,19530
Tripura,Agartala,592.5,3 BHK,J.P.R. High School,jpri.agartala@school.edu,8017000000,Biswa Bharati University,info@college.edu,8017000000,Sunny,31.1,36,64,28978
Tripura,Agartala,71.69,2 BHK,School of Excellence,info@school.edu,8080000000,School of Excellence,info@college.edu,8080000000,Sunny,34,18,99,25986
Tripura,Agartala,192.5,2 BHK,"Jawahar Navodaya Vidyalaya, Kota",jnwkota@school.edu,9414000000,Jawahar Navodaya Vidyalaya,jnwkota@college.edu,9414000000,Cloudy,30.7,32.6,56,35773
